TIPO_PROC,MUNIC_RES,MUNICIPIO,TOTAL_INTERNACOES,INTERNACOES_PARA_SOBRECARREGADO,PERC_PARA_SOBRECARREGADO,QTD_HOSPITAIS_DESTINO,CNES_CANDIDATO,HOSPITAL_CANDIDATO,PORTE_CANDIDATO,LAT_HOSPITAL_CANDIDATO,LON_HOSPITAL_CANDIDATO,DISTANCIA_KM
Intercorrencia,230870,"MORADA NOVA, CE",14,5,0.3571428571428571,5,3302490,HOSPITAL REGIONAL FRANCISCO GALVAO DE OLIVEIRA,Medio,-5.104074499999999,-38.3627461,1.133336921166292
Intercorrencia,230870,"MORADA NOVA, CE",14,5,0.3571428571428571,5,9672427,HOSPITAL REGIONAL VALE DO JAGUARIBE,Medio,-5.119815697481895,-38.148281510879,24.810099829154346
Intercorrencia,230870,"MORADA NOVA, CE",14,5,0.3571428571428571,5,2527693,CASA DE SAUDE MATERNIDADE CELESTINA COLARES,Medio,-5.250982695891236,-38.13391455864896,30.76483898012804
Intercorrencia,230550,"IGUATU, CE",10,5,0.5,3,2675560,HOSPITAL REGIONAL DE IGUATU,Grande,-6.3587958,-39.29805899999999,0.0
Intercorrencia,230550,"IGUATU, CE",10,5,0.5,3,2675536,HOSPITAL MATERNIDADE AGENOR ARAUJO,Medio,-6.358432393912175,-39.29344113955305,0.5119211461946455
Intercorrencia,230550,"IGUATU, CE",10,5,0.5,3,5292190,HOSPITAL SAO VICENTE IESA,Medio,-6.363394402058099,-39.29676477248615,0.5309671764617575
Intercorrencia,230540,"ICO, CE",9,5,0.5555555555555556,2,2611309,HOSPITAL REGIONAL DE ICO DEPUTADO ORIEL GUIMARAES NUNES,Medio,-6.4005677,-38.8571841,0.0
Intercorrencia,230540,"ICO, CE",9,5,0.5555555555555556,2,2499037,HOSP MATERN LUZIA T DA COSTA,Pequeno,-6.243733448653949,-38.91740353231278,18.665977486112485
Intercorrencia,230540,"ICO, CE",9,5,0.5555555555555556,2,2499029,HOSPITAL E MATERNIDADE ZULMIRA SEDRIN AGUIAR,Medio,-6.6072928,-39.0651707,32.502149806658174
Intercorrencia,230760,"LIMOEIRO DO NORTE, CE",9,5,0.5555555555555556,5,9672427,HOSPITAL REGIONAL VALE DO JAGUARIBE,Medio,-5.119815697481895,-38.148281510879,6.470939392396677
Intercorrencia,230760,"LIMOEIRO DO NORTE, CE",9,5,0.5555555555555556,5,2527693,CASA DE SAUDE MATERNIDADE CELESTINA COLARES,Medio,-5.250982695891236,-38.13391455864896,12.311474379453141
Intercorrencia,230760,"LIMOEIRO DO NORTE, CE",9,5,0.5555555555555556,5,2526662,HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA,Pequeno,-5.074420477760048,-37.98889649191031,14.373942964410796
Intercorrencia,230120,"ARACOIABA, CE",8,5,0.625,4,4010779,HOSP MATERN SANTA IZABEL ARACOIABA,Medio,-4.371982,-38.8104556,0.0
Intercorrencia,230120,"ARACOIABA, CE",8,5,0.625,4,6273181,AMO ATENCAO MEDICA OFTALMOLOGICA,Pequeno,-4.33166942724164,-38.87774778439378,8.703990813267337
Intercorrencia,230120,"ARACOIABA, CE",8,5,0.625,4,2333716,HOSPITAL E MATERNIDADE JOSE PINTO DO CARMO,Medio,-4.3278553,-38.8824123,9.366247209830114
Intercorrencia,230523,"HORIZONTE, CE",7,5,0.7142857142857143,4,2561433,HOSPITAL E MAT VENANCIO RAIM DE SOUSA,Pequeno,-4.09782161048785,-38.48728330729509,0.8681223037480164
Intercorrencia,230523,"HORIZONTE, CE",7,5,0.7142857142857143,4,2427176,HOSPITAL JOSE MARIA PHILOMENO GOMES,Medio,-4.1718324,-38.468231,8.664132213731866
Intercorrencia,230523,"HORIZONTE, CE",7,5,0.7142857142857143,4,2724308,HOSPITAL E MATERNIDADE ESTER CAVALCANTE ASSUNCAO,Pequeno,-3.972865399999999,-38.5211706,14.283737548052297
Intercorrencia,230495,"GUAIUBA, CE",5,5,1.0,2,2664364,HOSPITAL MUNICIPAL DOM ALOISIO LORSCHEIDER,Pequeno,-4.0423331657615575,-38.633679803750574,0.016948247274636657
Intercorrencia,230495,"GUAIUBA, CE",5,5,1.0,2,2373270,HOSPITAL RAIMUNDO CELIO RODRIGUES,Medio,-3.9824484,-38.619293,6.8461416100870185
