CNES,HOSPITAL,PORTE,NOME_NORM,Latitude,Longitude,SOBRECARREGADO_REDE_PULMAO
2563363,HOSPITAL DE PEQUENO PORTE ANA ALENCAR ALVES,Pequeno,HOSPITAL DE PEQUENO PORTE ANA ALENCAR ALVES,-4.229036512481335,-39.1909294756449,False
2695839,HOSPITAL MUNICIPAL JOSE GONCALVES ROSA,Medio,HOSPITAL MUNICIPAL JOSE GONCALVES ROSA,-4.7146173,-40.5619107,False
2415658,HOSP MATERN DR JOSE MARIA LEITAO,Pequeno,HOSP MATERN DR JOSE MARIA LEITAO,-5.536123247706993,-40.77884426293553,False
2561441,HOSPITAL E MATERNIDADE FRANCISCO RAIMUNDO MARCOS,Pequeno,HOSPITAL E MATERNIDADE FRANCISCO RAIMUNDO MARCOS,-4.4899265,-38.5976366,False
2499037,HOSP MATERN LUZIA T DA COSTA,Pequeno,HOSP MATERN LUZIA T DA COSTA,-6.243733448653949,-38.91740353231278,False
2427176,HOSPITAL JOSE MARIA PHILOMENO GOMES,Medio,HOSPITAL JOSE MARIA PHILOMENO GOMES,-4.1718324,-38.468231,False
2373270,HOSPITAL RAIMUNDO CELIO RODRIGUES,Medio,HOSPITAL RAIMUNDO CELIO RODRIGUES,-3.9824484,-38.619293,False
2328445,HOSPITAL PADRE QUILIANO E MATERNIDADE DONA NEUSA HOLANDA,Pequeno,HOSPITAL PADRE QUILIANO E MATERNIDADE DONA NEUSA HOLANDA,-4.225734648360887,-38.91983731641233,False
2664283,UNIDADE MISTA DE SAUDE VIRGINIA RODRIGUES SIMPLICIO,Pequeno,UNIDADE MISTA DE SAUDE VIRGINIA RODRIGUES SIMPLICIO,-4.147284073575639,-38.85083244341426,False
2562391,SANTA CASA DE PARACURU,Pequeno,SANTA CASA DE PARACURU,-3.413251764447116,-39.03803798739601,False
2561891,HOSP OTACILIO BARBOSA DOS SANTOS,Pequeno,HOSP OTACILIO BARBOSA DOS SANTOS,-3.4357096169395014,-39.14854113639552,False
2561026,HOSP MUNIC DR CICERO F FILHO,Medio,HOSP MUNIC DR CICERO F FILHO,-6.2153313768892735,-40.70275894678217,False
2664690,HOSPITAL MATERNIDADE DR ARAMIS PAIVA,Pequeno,HOSPITAL MATERNIDADE DR ARAMIS PAIVA,-4.098724803011324,-39.23930623506502,False
2723255,HOSPITAL MUNICIPAL SAO SEBASTIAO E MATERNIDADE CELIA MENDES,Medio,HOSPITAL MUNICIPAL SAO SEBASTIAO E MATERNIDADE CELIA MENDES,-5.458738599999999,-39.71656369999999,False
2527065,HOSPITAL MUNICIPAL JOAO MUNIZ,Pequeno,HOSPITAL MUNICIPAL JOAO MUNIZ,-7.826668460884462,-39.08349220012412,False
2562138,HOSP MATERN REG VALE DO CURU,Medio,HOSP MATERN REG VALE DO CURU,-3.793352047131117,-39.27346932044814,False
2705923,HOSPITAL MUNICIPAL HUMBERTO DE QUEIROZ,Pequeno,HOSPITAL MUNICIPAL HUMBERTO DE QUEIROZ,-6.0453716976661545,-38.4599073930398,False
2564769,HOSPITAL E CENTRO DE PARTO NORMAL DE PINDORETAMA,Pequeno,HOSPITAL E CENTRO DE PARTO NORMAL DE PINDORETAMA,-4.0304585,-38.3036892,False
2561409,HOSPITAL MUNICIPAL PEQUENO PORTE LUIZ ROBERTO PESSOA AIRES,Pequeno,HOSPITAL MUNICIPAL PEQUENO PORTE LUIZ ROBERTO PESSOA AIRES,-5.801388408397838,-39.41529272867741,False
2427133,HOSP MUNIC FRANC ANTONIO DE PINHO,Pequeno,HOSP MUNIC FRANC ANTONIO DE PINHO,-4.744469,-40.9215284,False
2426749,HOSPITAL MUNICIPAL MANUEL TAVARES ROSENDO,Pequeno,HOSPITAL MUNICIPAL MANUEL TAVARES ROSENDO,-7.533717134265595,-39.1163760940042,False
2372495,HOSPITAL MUNICIPAL DE POTENGI,Pequeno,HOSPITAL MUNICIPAL DE POTENGI,-7.0907724,-40.0273072,False
2480050,MATERNIDADE QUITERIA DE LIMA,Pequeno,MATERNIDADE QUITERIA DE LIMA,-5.844385614267259,-40.70334067753314,False
2328402,HOSPITAL MUNICIPAL DR EUDASIO BARROSO HMEB,Pequeno,HOSPITAL MUNICIPAL DR EUDASIO BARROSO HMEB,-4.9684393,-39.0160315,True
2328399,HOSPITAL E MATERNIDADE JESUS MARIA JOSE HMJMJ,Medio,HOSPITAL E MATERNIDADE JESUS MARIA JOSE HMJMJ,-4.9669795,-39.0245184,False
2328429,HOSP MUNIC DE QUIXELO,Pequeno,HOSP MUNIC DE QUIXELO,-6.254303816543978,-39.19982494072888,False
2328372,HOSPITAL INFANTIL N S DO PERPETUO SOCORRO,Medio,HOSPITAL INFANTIL N S DO PERPETUO SOCORRO,-5.1971286331511,-39.29598169121193,False
2328380,HOSPITAL REGIONAL DR PONTES NETO,Medio,HOSPITAL REGIONAL DR PONTES NETO,-5.1954883,-39.3117054,False
2526662,HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA,Pequeno,HOSPITAL MUNICIPAL JOAQUIM MANOEL OLIVEIRA,-5.074420477760048,-37.98889649191031,False
2664666,HOSP MATERN PAULO SARASATE,Medio,HOSP MATERN PAULO SARASATE,-4.224501286840884,-38.72827271402963,False
2479419,HOSPITAL E MATERNIDADE RITA DO VALE REGO,Pequeno,HOSPITAL E MATERNIDADE RITA DO VALE REGO,-4.140736873364953,-40.57734831645635,False
2328003,HOSPITAL E CASA DE SAUDE DE RUSSAS,Medio,HOSPITAL E CASA DE SAUDE DE RUSSAS,-4.9380111,-37.9695161,True
2561018,UNID MISTA DE SABOEIRO,Pequeno,UNID MISTA DE SABOEIRO,-6.53522,-39.9024205,False
2372460,HOSPITAL DE PEQUENO PORTE SAO FRANCISCO SALITRE,Pequeno,HOSPITAL DE PEQUENO PORTE SAO FRANCISCO SALITRE,-7.279063499999999,-40.4536561,False
2499339,HOSPITAL GERAL DR JOSE ARCANJO NETO,Pequeno,HOSPITAL GERAL DR JOSE ARCANJO NETO,-3.454254093321065,-40.20261907177232,False
2563355,HOSP MATERN SENHORA SANTANA,Pequeno,HOSP MATERN SENHORA SANTANA,-7.183742290491774,-39.73852693826544,False
2478080,HOSP PUBLICO MUNICIPAL S QUITERIA,Medio,HOSP PUBLICO MUNICIPAL S QUITERIA,-4.336882699999999,-40.1512434,False
2665190,HOSPITAL MUNICIPAL DR BUENO BANHOS,Medio,HOSPITAL MUNICIPAL DR BUENO BANHOS,-4.024906226431336,-40.87007365158916,False
2427125,HOSP GERAL LUIZA ALCANTARA SILVA,Medio,HOSP GERAL LUIZA ALCANTARA SILVA,-3.607021411057896,-38.9621899261819,False
2611481,MATERNIDADE E HOSPITAL SANTA ISABEL,Medio,MATERNIDADE E HOSPITAL SANTA ISABEL,-5.593502099999999,-39.37673119999999,False
3021114,SANTA CASA DE MISERICORDIA DE SOBRAL,Grande,SANTA CASA DE MISERICORDIA DE SOBRAL,-3.6935491,-40.3589038,False
2425300,HOSPITAL DO CORACAO,Medio,HOSPITAL DO CORACAO,-3.685860309909218,-40.33685602520649,False
2426579,HOSPITAL MUNICIPAL ESTEVAM PONTE,Medio,HOSPITAL MUNICIPAL ESTEVAM PONTE,-3.683624787915495,-40.346592550942376,False
2328119,HOSPITAL MATERNIDADE MARIA SUELLY NOGUEIRA PINHEIRO,Pequeno,HOSPITAL MATERNIDADE MARIA SUELLY NOGUEIRA PINHEIRO,-5.733378692447756,-39.01051372747882,False
2527693,CASA DE SAUDE MATERNIDADE CELESTINA COLARES,Medio,CASA DE SAUDE MATERNIDADE CELESTINA COLARES,-5.250982695891236,-38.13391455864896,False
2415623,HOSPITAL MUNICIPAL RAIMUNDA TIMBO CAMELO TAMBORIL,Medio,HOSPITAL MUNICIPAL RAIMUNDA TIMBO CAMELO TAMBORIL,-4.8342899,-40.3276471,False
2564580,UNID MISTA NOSSA SRA DAS ANGUSTIAS,Pequeno,UNID MISTA NOSSA SRA DAS ANGUSTIAS,-6.685169337449407,-39.75760964394232,False
2328046,HOSPITAL DR ALBERTO FEITOSA LIMA,Medio,HOSPITAL DR ALBERTO FEITOSA LIMA,-6.0032289,-40.3004006,True
2562146,HOSPITAL MUNICIPAL ROQUE SILVA MOTA,Pequeno,HOSPITAL MUNICIPAL ROQUE SILVA MOTA,-3.675980365431492,-39.58484718363126,False
2560852,HOSPITAL MATERNIDADE MADALENA NUNES,Medio,HOSPITAL MATERNIDADE MADALENA NUNES,-3.725417482655679,-40.99131157224586,False
2479710,HOSPITAL E MATERNIDADE JOSE GRANJA RIBEIRO,Pequeno,HOSPITAL E MATERNIDADE JOSE GRANJA RIBEIRO,-3.2743437241450235,-39.26517784010534,False
2426218,HOSPITAL MUNICIPAL DR WALDEMAR DE ALCANTARA,Pequeno,HOSPITAL MUNICIPAL DR WALDEMAR DE ALCANTARA,-3.605621418159056,-39.43601982856045,False
2561328,HOSPITAL MUNICIPAL FRANCISCA BELARMINO DA COSTA,Pequeno,HOSPITAL MUNICIPAL FRANCISCA BELARMINO DA COSTA,-3.869739042658184,-40.91731355088515,False
2499045,HOSPITAL DE PEQUENO PORTE DE UMARI ECILDA BARBOSA RIBEIRO,Pequeno,HOSPITAL DE PEQUENO PORTE DE UMARI ECILDA BARBOSA RIBEIRO,-6.649204084177439,-38.696708356786885,False
2562162,HOSPITAL MUNICIPAL CARLOS GUALBERTO DE SALES,Pequeno,HOSPITAL MUNICIPAL CARLOS GUALBERTO DE SALES,-3.822162025944679,-38.48175342342957,False
2560836,HOSP MUNIC ANTONIO NERY FILHO,Pequeno,HOSP MUNIC ANTONIO NERY FILHO,-3.625982250778792,-39.50708121988825,False
2478307,HOSPITAL MUNICIPAL DE URUOCA RANDEGLACIO GOMES CARNEIRO,Pequeno,HOSPITAL MUNICIPAL DE URUOCA RANDEGLACIO GOMES CARNEIRO,-3.313844213272368,-40.55997997625697,False
2479893,UNIDADE OBSTETRICA DE VARJOTA,Pequeno,UNIDADE OBSTETRICA DE VARJOTA,-4.1958609,-40.4733312,False
2562871,HOSPITAL SAO RAIMUNDO,Medio,HOSPITAL SAO RAIMUNDO,-3.7307661,-38.50626099999999,True
2561425,HOSP MATERN MUNICIPAL,Medio,HOSP MATERN MUNICIPAL,-3.5678962740399074,-41.09476533918524,False
2562200,HOSPITAL MUNICIPAL ANTONIO RIBEIRO DA SILVA,Pequeno,HOSPITAL MUNICIPAL ANTONIO RIBEIRO DA SILVA,-3.6739602433488674,-39.23831275959955,False
3528618,HOSPITAL UNIMED SUL,Pequeno,HOSPITAL UNIMED SUL,-3.77049640072602,-38.49039843994984,False
9658815,ICO,Pequeno,ICO,-3.7326228314424967,-38.51199117295611,False
2415631,HOSPITAL ANTONIO PRUDENTE,Pequeno,HOSPITAL ANTONIO PRUDENTE,-3.753281263485921,-38.52287600181612,False
3055426,HOSPITAL MONTE KLINIKUM,Pequeno,HOSPITAL MONTE KLINIKUM,-3.732356682806237,-38.49313115542203,False
6273181,AMO ATENCAO MEDICA OFTALMOLOGICA,Pequeno,,-4.33166942724164,-38.87774778439378,False
2516667,HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA MESSEJANA,Medio,HOSPITAL DISTRITAL EDMILSON BARROS DE OLIVEIRA MESSEJANA,-3.8295115322667206,-38.50910542832583,False
2561484,HOSPITAL DE OLHOS NEUSA ROCHA,Pequeno,HOSPITAL DE OLHOS NEUSA ROCHA,-3.7334785514166673,-38.54968334163283,False
3232891,CENTRO AVANCADO DE RETINA E CATARATA,Pequeno,CENTRO AVANCADO DE RETINA E CATARATA,-3.735534518198967,-38.48977398347733,False
5907616,HOSPITAL DE OLHOS MONTE CLARO,Pequeno,,-3.750495710460772,-38.51402298986552,False
4527372,HOSPITAL DE TRAUMATOLOGIA E ORTOPEDIA DE ACARAU,Medio,,-2.885820264715285,-40.09997708815115,False
3283437,ICCA INSTITUTO DO CORACAO DA CRIANCA E DO ADOLESCENTE,Pequeno,ICCA INSTITUTO DO CORACAO DA CRIANCA E DO ADOLESCENTE,-3.788754087453895,-38.48209852333342,False
